auscultation	C0004339
Cardiac examination	C0562319
gallop	C0232200
nontender	C0520960
clubbing	C0149651
cyanosis	C0010520
edema	C0013604
her peripheral pulses	C0577835
Sodium	C0337443
potassium	C0202194
BUN	C0005845
creatinine	C0201975
PT	C0033707
PTT	C0030605
WBC	C0023508
hematocrit	C0018935
platelets	C0032181
EKG	C1623258
left ventricular hyper-trophy	C0149721
cardiac catheterization	C0018795
Carotid angiography	C0202896
an aortic valve replacement	C0003506
# 19 St. Jude valve	C0182440
coronary artery bypass graft	C0010055
saphenous vein graft	C0729538
the procedure	C0184661
her left upper extremity weakness	C2202995
a CT scan	C0040405
infarction	C0021308
atrial fibrillation	C0004238
a new event	C0565959
the left upper extremity weakness	C2202995
angiography	C0002978
aphasia	C0003537
a walker	C0043016
her rehabilitation activities	C0034991
heparin therapy	C0522794
her aortic valve replacement	C0003506
her rehabilitation	C0034991
Lopressor	C0700776
Nifedipine	C0028066
Timoptic solution	C1813619
Coumadin	C0699129
Haldol	C0591585
agitation	C0085631
confusion	C0683369
the patient &apos;s prothrombin time	C0033707
neck	C0027530
pressure	C0460139
dull	C1455762
heart wall motion	C0232167
right	C0205090
abnormali-ties	C0205161
carotid disease	C0007273
known	C0205309
bilateral	C0238767
legs	C0230420
claudication	C1456822
Medications	C0013216
on admission	C0457453
Timoptic solution	C1813619
arcussenilis	C0003742
bilateral	C0238767
carotid bruits	C0007280
murmur	C0018808
transmitted	C0425548
upstroke	C0429867
carotid	C0007272
slow	C0439834
right	C0205090
systolic murmur	C0232257
upper sternal border	C1268243
anterior	C0205094
R-waves	C1287078
progression	C0449258
poor	C0542537
left circumflex artery	C0226037
70% stenosis	C0333183
left anterior descending	C1283343
50% stenosis	C0333183
right coronary artery	C1261316
10% stenosis	C0333183
left internal carotid	C0226157
stenosis of 90%	C0333183
right internal carotid artery	C0226156
critical	C1320736
stenosis	C1261287
carotid endarterectomy	C0014099
right	C0205090
some	C0205392
left upper extremity weakness	C2202995
vessel disease	C0042373
diffuse	C0205219
small	C0700321
some	C0205392
right upper extremity	C0230329
right lower extremity	C0230415
discoordination	C0520966
noted	C0205402
drip	C2316391
heparin	C0019134
symptoms	C0159028
right-sided	C0444532
some	C0205392
elements	C0332120
aphasia	C0003537
significant	C0750502
stenosis	C1261287
left carotid artery	C4303646
carotid endarterectomy	C0014099
left	C0205091
deficit	C0521654
residual	C1609982
some	C0205392
left upper extremity weakness	C2202995
Coumadin	C0699129
anticoagulation therapy	C0150457
bilaterally	C0238767
bilateral	C0238767
Headache	C0018681
ACETYLSALICYLIC ACID	C0004057
LABETALOL HCL	C0699440
SBP	C0871470
HR	C0034107
SBP	C0871470
SIMVASTATIN	C0074554
NIACIN	C0027996
VIT. B-3	C0027996
NEPHROCAPS PO	C3236097
SIMVASTATIN	C0074554
NIACIN	C0027996
Renal diet	C0457987
Hemodialysis	C0019004
NKA	C0262580
IHSS	C0700053
AF	C0004238
ESRD	C0022661
HD	C0019004
IgA nephropathy	C0017661
COPD	C0024117
pacemaker	C0030163
afib	C0004238
BPH	C1704272
TURP	C0040771
HTN	C0020538
hypothyroidism	C0020676
gout	C0018099
positive PPD	C0032739
MR	C0026266
Hemodialysis	C0019004
IgA nephropathy	C0017661
developmental delay	C0424605
HD	C0019004
&quot; raccoon eyes &quot;	C1396002
Head CT	C0202691
bleed	C0019080
loc	C0041657
EEG	C0013819
carotid u / s	C0554757
head ct	C0202691
fixed defect	C0428861
ESRD	C0022661
IgA	C0020835
PPI	C0358591
nodal ablation	C1998174
HTN	C0020538
COPD	C0024117
hypothyroid	C0020676
hypertrophic	C0020564
T	C0204688
BP	C0005824
p	C0034107
Pox	C0523807
raccoon eyes	C1396002
NT	C0520960
rashes	C0015230
inflammation	C0021368
K	C0202194
Creat	C0201975
Trop-I	C0920210
INR	C1254541
telemetry	C1096012
his pacemaker	C0030163
a TTE	C0430462
a thrombus	C0087086
His TTE	C0430462
EF	C0232174
abnormal diastolic function	C0520863
amyloidosis	C0002726
an SPEP	C0201720
ACE test	C0201888
carotid ultrasound studies	C0554757
stenosis	C1261287
HD	C0019004
electrolytes	C0201992
orthostatic hypotension	C0020651
dialysis	C0011946
his renal disease	C0022658
His troponins	C0523952
ACS	C0948089
syncope	C0039070
his zocor	C0678181
cozaar	C0591301
labetalol	C0022860
his coumadin	C0699129
bleeding risk	C3875112
His aspirin	C0004057
TSH	C0202230
a macrocytosis	C2004480
His B12 level	C0202252
B12 deficiency	C0042847
EtOH WD	C0236663
alcohol withdrawal	C0236663
COPD	C0024117
oxygen	C0030054
bladder diverticula	C0156273
a follow up ultrasound	C0203307
imaging	C0011923
The patient &apos;s urinalysis	C0042014
A c.difficile test	C0201112
falls	C0085639
headache	C0018681
visual changes	C0547030
muscle weakness	C0151786
chest pain	C0008031
shortness of breath	C0013404
Hemodialysis	C0019004
coumadin	C0699129
bladder diverticula	C0156273
blood tests	C0018941
amyloid	C0011560
VIT .B-3	C0027996
SERIOUS	C0205404
INTERACTION	C0687133
SERIOUS	C0205404
INTERACTION	C0687133
fat pad	C0935625
abdominal biopsy	C0198500
neuro w / u	C0027853
Recent	C0332185
stroke	C0038454
old	C0677546
MIBI	C0430471
dobutamine	C0012963
reversible	C0205343
inferolateral	C0225910
small	C0700321
forehead	C0016540
large	C0549177
hematoma	C0018944
1+ edema	C1720243
b / l	C0238767
events	C0441471
telemetry	C1096012
ventricular arrhythmia	C0085612
recent	C0332185
moderate	C0205081
LVH	C0149721
c	C0439744
MR	C0026266
moderate	C0205081
TR	C0040961
moderate	C0205081
severe	C0205082
LAE	C0238705
cardiomyopathy	C0878544
ionfiltrative	C0332448
fat pad	C0935625
abdominal biopsy	C0198500
UPEP	C0201721
Beta 2 microglobulin	C0201910
reversible	C0205343
ischemia	C0022116
recent	C0332185
MIBI	C0430471
persistently	C0549178
troponins	C0523952
elevated	C0205250
peripheral neuropathy	C0031117
BLE	C0230420
toxicology screen	C1278213
serum	C0229671
pleural effusion	C0032227
R	C0205090
R	C0205090
complex renal cyst	C0748283
incidental	C0444507
findings	C1274040
fecal	C0015733
leukocytes	C0023516
antibiotic	C0003232
recent	C0332185
use	C1524063
ultrasound kidney	C0203408
ultrasound bladder	C0412547
kidney cyst	C3887499
right	C0205090
fat pad	C0935625
abdominal biopsy	C0198500
TYLENOL	C0699142
ACETAMINOPHEN	C0000970
PHOSLO	C0722621
CALCIUM ACETATE	C0717537
FLOVENT HFA	C3223929
FLUTICASONE PROPIONATE	C0117996
COZAAR	C0591301
LOSARTAN	C0126174
NEPHROCAPS	C0306965
ZOCOR	C0678181
SIMVASTATIN	C0074554
right	C0205090
NEUROPATHIC PAIN	C3714625
Post thoracotomy syndrome	C0406844
post thoracotomy syndrome	C0406844
her thoracotomy incision	C0039991
a thoracic aortic aneurysm	C0162872
neuropathic pain	C3714625
the incision site	C0449681
Vicodin	C0483514
Elavil	C0087119
Neurontin	C0678176
conservative therapy	C0459914
Hypertension	C0020538
Hypothyroidism	C0020676
Paraplegia	C0030486
thoracic aortic aneurysm repair	C0521233
Sacral decubitus ulcer	C0558159
Home oxygen	C1960973
the oxygen	C0030054
a wheelchair	C0043143
albuterol	C0001927
nebulizer	C2919541
Norvasc	C0162712
Colistin	C0009316
albuterol	C0001927
Atrovent	C0591130
Pressure , dermal ulcer care	C0558009
dressing change	C0085671
Neurontin	C0678176
Colace	C0282139
Colistin	C0009316
Amitriptyline	C0002600
Vitamin C	C0003968
Calcium carbonate	C0006681
Folate	C0178638
Synthroid	C0728762
Zinc sulfate	C0078794
Multivitamin	C0301532
pain	C0030193
Milk of Magnesia	C0024476
constipation	C0009806
PENICILLIN	C0220892
Blood pressure	C0005824
